,household_id,person_id,survey_year,seattle_home,sample_county,hhsize,vehicle_count,hhincome_broad,hhincome_detailed,rent_own,numchildren,age,gender,employment,student,education,license,race_category,hh_race_category,commute_freq,prev_res_factors_housing_cost,prev_res_factors_income_change,prev_res_factors_community_chan,prev_res_factors_hh_size,prev_res_factors_more_space,prev_res_factors_less_space,prev_res_factors_employment,prev_res_factors_school,prev_res_factors_crime,prev_res_factors_quality,prev_res_factors_forced,prev_res_factors_no_answer,prev_res_factors_other,prev_res_factors_specify,res_factors_30min,res_factors_afford,res_factors_closefam,res_factors_hhchange,res_factors_hwy,res_factors_school,res_factors_space,res_factors_transit,res_factors_walk,home_fd,med_trav_time,pref_modes,diversity_food_cat,pct_fast_food,med_price,med_rating,rest_empl_pop,med_rest_inc,dist_from_home,rest:non_rest,nonrest_purp,meal
1975,191003036,19100303601,2019,Home in Seattle,King,1 person,0 (no vehicles),"$50,000-$74,999","$50,000-$74,999",Own/paying mortgage,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Very important,Very important,Somewhat unimportant,,Very unimportant,Very unimportant,Very unimportant,Very important,Very important,False,22.0,Walk,5.0,0.0,1.0,3.9,21498.0,92656.0,3.1321098551056363,0.48148148148148145,Work,Lunch
1976,191003048,19100304801,2019,Home not in Seattle,Pierce,2 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,65-74 years,Male,Retired,"No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Somewhat important,,Neither or N/A,Very important,Very important,Somewhat important,Very important,False,11.5,HOV,2.0,0.0,1.5,3.75,1219.0,123250.0,0.761701122176876,0.043478260869565216,Errand/Other,Dinner
1977,191003048,19100304802,2019,Home not in Seattle,Pierce,2 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,55-64 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Somewhat important,,Neither or N/A,Very important,Very important,Somewhat important,Very important,False,9.5,SOV,2.0,0.0,2.0,3.8,741.5,89082.0,0.2463481354570236,0.1,Social/Recreation,Dinner
1978,191003072,19100307201,2019,Home in Seattle,King,2 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,55-64 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Other,Other,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Somewhat important,Very unimportant,,Neither or N/A,Very unimportant,Neither or N/A,Very important,Very important,False,10.5,HOV,2.0,0.0,2.0,4.1,859.0,145500.0,0.9360157608973901,0.04,Home,Dinner
1979,191003072,19100307202,2019,Home in Seattle,King,2 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,55-64 years,Female,Self-employed,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,Other,4 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Somewhat important,Very unimportant,,Neither or N/A,Very unimportant,Neither or N/A,Very important,Very important,False,13.5,SOV,2.0,0.0,2.0,4.45,859.0,145500.0,0.9497257778775958,0.05128205128205128,Home,Dinner
1980,191003182,19100318201,2019,Home not in Seattle,King,3 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,1,45-54 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Very important,Somewhat important,,Very unimportant,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat important,False,10.0,,6.0,0.0,2.0,3.8,663.0,109115.5,0.6557614562912829,0.41379310344827586,Home,Dinner
1981,191003182,19100318202,2019,Home not in Seattle,King,3 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,1,55-64 years,Female,Self-employed,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Very important,Somewhat important,,Very unimportant,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat important,False,6.5,SOV,4.0,0.125,2.0,3.8,5259.25,101163.0,0.5621039377226966,0.15384615384615385,Home,Lunch
1982,191003182,19100318203,2019,Home not in Seattle,King,3 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,1,12-15 years,Male,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Child,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Very important,Somewhat important,,Very unimportant,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat important,False,9.0,HOV,4.0,0.3333333333333333,2.0,3.2,9791.0,96745.0,0.9110810808819851,0.4,Home,Lunch
1983,191003190,19100319002,2019,Home in Seattle,King,3 people,2 vehicles,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,1,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,4 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Very important,Somewhat important,Very unimportant,,Very unimportant,Somewhat important,Very unimportant,Very important,Somewhat important,False,10.0,SOV,2.0,0.0,2.0,3.4,768.0,37188.0,0.2909934751031428,,Home,Breakfast
1984,191003227,19100322701,2019,Home in Seattle,King,2 people,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Somewhat important,Somewhat important,,Somewhat important,Very unimportant,Somewhat unimportant,Somewhat important,Somewhat important,False,6.5,SOV,4.0,0.0,2.0,4.4,2681.5,60586.0,0.7435371369369994,0.14285714285714285,Home,Other
1985,191003227,19100322702,2019,Home in Seattle,King,2 people,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Associates degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Somewhat important,Somewhat important,,Somewhat important,Very unimportant,Somewhat unimportant,Somewhat important,Somewhat important,False,10.0,Walk,5.0,0.0,2.0,4.3,4470.0,82892.0,1.7789846868461159,0.47368421052631576,Work,Lunch
1986,191003274,19100327401,2019,Home in Seattle,King,3 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Own/paying mortgage,1,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,,Very unimportant,Very unimportant,Neither or N/A,,Somewhat unimportant,Somewhat unimportant,Neither or N/A,Very unimportant,Very unimportant,False,7.5,Walk,2.0,0.0,2.0,4.0,1828.5,94383.0,2.3604679106483952,1.3333333333333333,Work,Lunch
1987,191003274,19100327402,2019,Home in Seattle,King,3 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Own/paying mortgage,1,25-34 years,Male,"Employed part time (fewer than 35 hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,2 days a week,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,,Very unimportant,Very unimportant,Neither or N/A,,Somewhat unimportant,Somewhat unimportant,Neither or N/A,Very unimportant,Very unimportant,False,5.0,HOV,2.0,0.0,2.0,4.25,682.0,73180.0,1.0682547990303928,0.2857142857142857,Home,Other
1988,191003274,19100327403,2019,Home in Seattle,King,3 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Own/paying mortgage,1,Under 5 years old,Male,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Child,White Only,Missing: Skip Logic,Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,,Very unimportant,Very unimportant,Neither or N/A,,Somewhat unimportant,Somewhat unimportant,Neither or N/A,Very unimportant,Very unimportant,False,5.0,HOV,1.0,0.0,2.0,4.0,682.0,73180.0,1.0682547990303928,0.3333333333333333,Home,Other
1989,191003306,19100330601,2019,Home in Seattle,King,2 people,0 (no vehicles),"$75,000-$99,999","$75,000-$99,999",Rent,0,55-64 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"No, does not have a license or permit",White Only,African American,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Very important,Somewhat important,,Very unimportant,Very important,Neither or N/A,Very important,Very important,False,3.0,Walk,5.0,0.09090909090909091,2.0,4.3,2538.0,89500.0,4.014206790617862,0.3548387096774194,Work,Other
1990,191003306,19100330602,2019,Home in Seattle,King,2 people,0 (no vehicles),"$75,000-$99,999","$75,000-$99,999",Rent,0,18-24 years,Male,Not currently employed,Full-time student,Some college,"No, does not have a license or permit",African American,African American,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Very important,Somewhat important,,Very unimportant,Very important,Neither or N/A,Very important,Very important,False,23.0,HOV,2.0,0.0,1.5,4.25,7077.0,82438.0,9.518436684948659,0.11764705882352941,Change mode,Lunch
1991,191003362,19100336201,2019,Home not in Seattle,King,2 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Very important,Somewhat important,,Somewhat important,Neither or N/A,Somewhat important,Somewhat important,Very important,False,22.5,HOV,2.0,0.0,1.5,3.1999999999999997,9791.0,96745.0,2.860930811362462,1.0,Home,Other
1992,191002211,19100221101,2019,Home in Seattle,King,1 person,0 (no vehicles),"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Prefer not to answer,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Somewhat unimportant,,Very unimportant,Very unimportant,Somewhat important,Somewhat important,Somewhat important,False,11.0,Walk,2.0,0.0,1.0,3.4,11365.25,79423.0,0.9111244869685454,0.2222222222222222,Work,Other
1993,191002253,19100225301,2019,Home in Seattle,King,1 person,0 (no vehicles),"Under $25,000","Under $10,000",Rent,0,75-84 years,Male,Retired,"No, not a student",Graduate/post-graduate degree,"No, does not have a license or permit",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Very important,Very important,,Very important,Very important,Somewhat important,Very important,Very important,False,6.5,Transit,3.0,0.0,1.5,4.0,4470.0,67860.0,0.8317113533182283,0.4444444444444444,Home,Other
1994,191004973,19100497301,2019,Home in Seattle,King,2 people,0 (no vehicles),"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Hispanic,Hispanic,6-7 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Very important,Very important,Very unimportant,,Very unimportant,Somewhat unimportant,Neither or N/A,Very important,Very important,False,8.0,Walk,5.0,0.0,2.0,3.6,4470.0,92656.0,7.2661183536285066,0.391304347826087,Home,Dinner
1995,191002330,19100233001,2019,Home not in Seattle,Pierce,4 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Rent,2,25-34 years,Female,Self-employed,Full-time student,Associates degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,6-7 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Somewhat important,,Somewhat unimportant,Somewhat important,Very important,Somewhat important,Somewhat unimportant,False,11.0,HOV,6.0,0.0,2.0,4.3,1979.0,82892.0,34.061180738429755,0.45454545454545453,Social/Recreation,Lunch
1996,191002330,19100233003,2019,Home not in Seattle,Pierce,4 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Rent,2,Under 5 years old,Male,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Child,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Somewhat important,,Somewhat unimportant,Somewhat important,Very important,Somewhat important,Somewhat unimportant,False,11.0,SOV,4.0,0.16666666666666666,2.0,4.1,802.0,83506.0,3.5214455232303528,0.35294117647058826,Errand/Other,Other
1997,191002330,19100233004,2019,Home not in Seattle,Pierce,4 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Rent,2,Under 5 years old,Male,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Child,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Somewhat important,,Somewhat unimportant,Somewhat important,Very important,Somewhat important,Somewhat unimportant,False,11.0,SOV,4.0,0.16666666666666666,1.5,3.85,802.0,83506.0,3.5214455232303528,0.35294117647058826,Errand/Other,Other
1998,191002348,19100234801,2019,Home in Seattle,King,1 person,2 vehicles,"$100,000 or more","$250,000 or more",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,Very important,Somewhat important,Somewhat unimportant,,Somewhat unimportant,Very unimportant,Neither or N/A,Very unimportant,Somewhat important,False,10.0,SOV,7.0,0.08333333333333333,2.0,3.75,13700.0,105282.0,0.8237200243112475,0.5,Home,Lunch
1999,191002355,19100235501,2019,Home not in Seattle,Pierce,1 person,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,45-54 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,It was my mom?s house and she still lives there. It was a temporary place to stay while I looked for a home in Tacoma which is where I have lived for most of my adult life.,Somewhat important,Very important,Somewhat important,,Somewhat important,Neither or N/A,Neither or N/A,Somewhat important,Very important,False,12.0,SOV,7.0,0.25,1.5,3.9,1107.25,79314.0,4.2082668250331725,0.14814814814814814,Home,Dinner
2000,191002359,19100235901,2019,Home in Seattle,King,1 person,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,45-54 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,3 days a week,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,Very important,Somewhat important,Neither or N/A,,Somewhat important,Very unimportant,Somewhat unimportant,Very important,Very important,False,26.5,Walk,2.0,0.0,1.0,4.3,10073.0,127607.0,3.9977415253094657,0.18181818181818182,Work,Other
2001,191002389,19100238901,2019,Home in Seattle,King,1 person,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Rent,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Neither or N/A,Somewhat important,,Neither or N/A,Very unimportant,Somewhat important,Somewhat important,Very important,False,19.0,Walk,6.0,0.0,2.0,4.2,2224.0,115586.0,1.8310868413561079,0.8461538461538461,Home,Other
2002,191002390,19100239001,2019,Home in Seattle,King,2 people,1 vehicle,"$100,000 or more","$150,000-$199,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Somewhat important,Somewhat important,,Very unimportant,Very unimportant,Somewhat important,Very important,Very important,False,5.5,Walk,3.0,0.0,2.0,4.2,5074.0,96745.0,2.041286127341925,0.35714285714285715,Home,Other
2003,191002390,19100239002,2019,Home in Seattle,King,2 people,1 vehicle,"$100,000 or more","$150,000-$199,999",Rent,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Somewhat important,Somewhat important,,Very unimportant,Very unimportant,Somewhat important,Very important,Very important,False,5.0,Walk,6.0,0.0,2.0,3.9,5074.0,96745.0,2.0438412520756715,0.4583333333333333,Home,Other
2004,191002486,19100248601,2019,Home not in Seattle,Pierce,2 people,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,35-44 years,Female,Self-employed,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Very important,Very important,Somewhat unimportant,,Very unimportant,Very unimportant,Somewhat unimportant,Very important,Very important,False,5.0,Walk,2.0,0.0,2.0,3.8499999999999996,7837.5,24977.0,0.9041073800661844,0.4,Work,Lunch
2005,191002486,19100248602,2019,Home not in Seattle,Pierce,2 people,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Very important,Very important,Somewhat unimportant,,Very unimportant,Very unimportant,Somewhat unimportant,Very important,Very important,False,5.0,Walk,2.0,0.0,3.0,4.0,7990.0,52487.0,1.192953068480261,0.6666666666666666,Work,Lunch
2006,191002564,19100256401,2019,Home in Seattle,King,1 person,1 vehicle,"$100,000 or more","$200,000-$249,999",Own/paying mortgage,0,55-64 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,3 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Neither or N/A,Neither or N/A,,Neither or N/A,Neither or N/A,Very important,Neither or N/A,Very important,False,5.0,Walk,5.0,0.125,2.0,3.95,36319.0,82892.0,0.07988889697903416,0.34782608695652173,Home,Other
2007,191002584,19100258401,2019,Home in Seattle,King,1 person,0 (no vehicles),"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,5 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Very important,Somewhat important,Neither or N/A,,Somewhat unimportant,Very unimportant,Somewhat unimportant,Very important,Very important,False,4.0,Walk,6.0,0.08333333333333333,1.5,3.5,21498.0,92656.0,1.6656228089739975,0.46153846153846156,Work,Lunch
2008,191002674,19100267401,2019,Home not in Seattle,Kitsap,2 people,2 vehicles,"$100,000 or more","$100,000-$149,999",Provided by job or military,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Neither or N/A,Neither or N/A,Neither or N/A,,Neither or N/A,Somewhat important,Neither or N/A,Neither or N/A,Neither or N/A,True,13.0,HOV,3.0,0.0,2.0,2.2,4728.0,67973.0,3.4128994170816185,0.0851063829787234,Shop,Lunch
2009,191002674,19100267402,2019,Home not in Seattle,Kitsap,2 people,2 vehicles,"$100,000 or more","$100,000-$149,999",Provided by job or military,0,18-24 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Some college,"Yes, has an intermediate or unrestricted license",White Only,White Only,6-7 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Neither or N/A,Neither or N/A,Neither or N/A,,Neither or N/A,Somewhat important,Neither or N/A,Neither or N/A,Neither or N/A,True,13.5,HOV,6.0,0.3,1.5,3.0999999999999996,3500.0,67901.0,3.6100566966186847,0.25,Home,Lunch
2010,191002744,19100274401,2019,Home not in Seattle,King,2 people,1 vehicle,"$100,000 or more","$200,000-$249,999",Rent,0,18-24 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Somewhat important,Somewhat important,,Somewhat important,Somewhat unimportant,Somewhat unimportant,Somewhat important,Very important,False,8.0,Walk,6.0,0.0,1.5,3.6,27090.0,121821.5,10.233885231461597,0.2857142857142857,Work,Lunch
