,person_id,pct_fast_food,med_price,med_rating,diversity_food_cat,travel_time,rest_nonrest_trips,mode,trip_purp,tod,rest_empl_pop,rest_inc,dist_from_home,home_fd,numchildren,veh_hh_ratio,age_1,age_2,age_3,age_4,age_5,male,female,gender_other,white,asian,hispanic,black,race_other,income_1,income_2,income_3,income_4,full_time,part_time,homemaker,unemployed
2045,19100834902,0.2857142857142857,2.0,3.7,4.0,4.0,0.7,5,4,3,3530.0,64026.0,0.8416753663229762,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2046,19100840401,0.0,1.0,3.65,2.0,17.5,2.0,5,1,3,2488.0,104028.0,0.5946868019921704,0,0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2047,19100840402,0.5,1.0,3.0999999999999996,2.0,17.5,2.0,5,1,3,2488.0,104028.0,0.5946868019921704,0,0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2048,19100849801,0.3333333333333333,2.0,3.7,3.0,15.0,0.09375,1,1,2,953.0,119625.0,3.306889524569344,0,0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2049,19100849802,0.1666666666666666,2.0,3.7,4.0,12.0,0.2727272727272727,2,2,2,5984.0,51807.0,0.3046330150520974,0,0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2050,19100616102,0.0,2.0,4.199999999999999,2.0,17.0,0.0555555555555555,5,2,3,4470.0,67860.0,1.4992027449814185,0,0,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2051,19100946301,0.5,1.0,1.8,2.0,37.5,0.6666666666666666,5,3,4,8381.0,51442.0,20.406522212015567,1,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2053,19100946501,0.1818181818181818,1.0,3.5,6.0,9.0,0.44,2,4,2,9748.0,82892.0,1.2151967508952943,0,0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2055,19100953901,0.0,1.5,2.45,2.0,7.5,0.4,1,4,3,980.0,77463.0,18.627981400328693,1,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2056,19100957601,0.0,1.5,2.4000000000000004,2.0,25.5,0.1081081081081081,2,4,2,43849.25,88465.5,5.37867563171077,0,2,0.5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2058,19100961301,0.0,2.0,2.5,3.0,7.0,0.1372549019607843,1,2,3,2149.5,72964.0,1.4332033531898234,0,0,0.5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2059,19100961302,0.1666666666666666,1.0,2.2,3.0,4.5,0.1875,5,2,3,3821.5,59102.0,0.6364175553891994,0,0,0.5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2060,19100963201,0.1666666666666666,1.5,3.85,7.0,5.0,0.24,1,4,3,1396.75,118514.0,0.976483742786436,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2061,19100963202,0.25,1.0,3.5,5.0,3.0,0.2162162162162162,2,4,2,33384.5,82892.0,2.7643926531483904,0,0,0.5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2062,19100966001,0.25,1.0,2.1,3.0,13.0,0.1666666666666666,1,2,4,5453.75,40217.0,8.759596059304185,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2063,19100971601,0.0,2.0,4.0,2.0,10.0,1.0,2,2,4,4204.0,20573.0,0.3562305110369979,0,0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2064,19100978701,0.0,2.0,3.6,1.0,27.0,0.1,5,2,1,948.0,59663.0,23.11759286743446,0,0,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2066,19100986401,0.0,1.5,3.2,2.0,10.0,0.3333333333333333,1,3,1,6322.0,90024.0,1.0999520358481407,0,2,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2067,19100988601,0.0,1.0,3.95,2.0,35.0,2.0,2,3,3,10073.0,127607.0,0.1521187868063493,0,0,0.5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2068,19100995401,0.0,2.0,3.85,2.0,20.0,0.4,1,5,3,933.0,71184.0,7.51324395492752,0,0,1.5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2070,19100997801,0.0,2.0,3.85,3.0,11.0,0.1739130434782608,2,2,4,2925.0,89751.5,0.8559400978975841,0,0,0.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2071,19100997802,0.0,2.0,3.8,5.0,13.0,0.4230769230769231,5,2,4,5984.0,92656.0,2.331739033428905,0,0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2072,19101002701,0.0,2.0,3.95,6.0,9.0,0.88,2,2,4,17231.0,82892.0,0.432707340693423,0,0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2073,19100854301,0.5,1.5,2.8,2.0,3.5,0.0425531914893617,2,5,2,588.0,88576.0,1.7853407508455197,1,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2074,19100571601,0.0,1.5,3.65,2.0,14.0,0.2222222222222222,1,2,3,933.5,143125.0,1.454591407460433,0,0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2076,19100578101,0.1,2.0,4.0,3.0,10.0,0.9090909090909092,2,2,1,11357.0,93950.0,7.817313407601942,0,0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2077,19100578102,0.1,2.0,4.15,5.0,4.0,0.8333333333333334,2,4,3,9791.0,96745.0,9.935301110163586,0,0,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2078,19100578601,0.0,2.0,3.9,4.0,7.5,0.1481481481481481,2,2,4,2725.5,118310.5,0.31870585091446,0,1,0.6666666666666666,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2079,19100578602,0.0,2.0,3.55,1.0,28.5,0.1333333333333333,1,4,4,1900.0,121492.0,0.5602970933806231,0,1,0.6666666666666666,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2082,19100581901,0.5,2.0,3.55,2.0,12.5,0.125,5,5,4,5236.0,55306.0,5.483377479879831,0,2,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2083,19100581902,0.0,2.5,2.75,2.0,13.5,0.0526315789473684,5,5,4,5236.0,55306.0,5.4914669978561355,0,2,0.5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2084,19100581903,0.0,1.5,3.6,2.0,13.0,0.0869565217391304,5,5,4,5236.0,55306.0,5.487422238867984,0,2,0.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2085,19100581904,0.0,2.0,3.9,2.0,13.0,0.0833333333333333,5,5,4,5236.0,55306.0,5.487422238867984,0,2,0.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2088,19100586502,0.0,2.0,2.0,2.0,7.0,0.4545454545454545,2,4,2,6909.0,129235.0,7.687058335641392,0,0,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2089,19100587601,0.5,1.0,3.4000000000000004,3.0,8.0,0.1212121212121212,1,2,4,1090.25,84420.5,0.4754966953297809,0,2,0.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2090,19100587602,0.3333333333333333,2.0,3.6,4.0,9.0,0.1395348837209302,5,3,2,728.5,105581.0,1.012082075528845,0,2,0.5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2091,19100587603,0.0,2.0,3.95,4.0,11.0,0.3529411764705882,5,3,2,1233.0,75162.0,0.8142608410005941,0,2,0.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2092,19100587604,0.0,2.0,3.8,1.0,3.5,0.0833333333333333,5,2,2,606.0,93948.0,0.394614806989313,0,2,0.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2093,19100587701,0.5,1.5,3.6,4.0,4.0,0.32,2,2,3,10073.0,122757.5,0.1196390049014497,0,0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2094,19100591502,0.0,2.0,3.7,4.0,5.0,0.4,1,4,2,21498.0,92656.0,1.684745599236529,0,0,0.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2095,19100598001,0.0,3.0,4.1,2.0,15.0,0.6,3,2,4,4470.0,67860.0,6.248715169961429,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2096,19100599901,0.0,2.5,3.75,2.0,27.5,0.6666666666666666,1,4,4,953.0,119625.0,6.069164492655419,0,0,1.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2097,19100599902,0.0,2.0,4.0,3.0,25.0,1.0,5,5,4,4017.0,110956.0,5.380760129568268,0,0,1.5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2098,19100614901,0.0,2.0,3.95,2.0,9.0,0.0434782608695652,1,2,1,19622.0,117908.0,0.6194146415243564,0,2,0.5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2099,19100614902,0.0,2.0,4.0,5.0,12.5,0.5333333333333333,2,4,1,6014.0,118590.0,0.2377508939638179,0,2,0.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2100,19100858201,0.0,2.0,3.9,4.0,14.0,0.28125,1,2,2,6014.0,110956.0,0.9306719374243996,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2101,19100861401,0.0,2.0,2.8,1.0,7.0,0.0227272727272727,2,3,3,862.0,127665.0,0.2398292350634601,0,1,0.5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2102,19100861402,0.0,2.0,3.9,2.0,7.5,0.0952380952380952,5,2,4,947.5,93679.0,1.58961024666197,0,1,0.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2103,19100868301,0.0,2.0,4.1,6.0,9.0,0.1836734693877551,1,2,4,2538.0,89500.0,1.02225100206175,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2104,19100868701,0.0,2.0,3.9,4.0,6.5,0.2857142857142857,1,2,4,1158.0,117071.0,1.2056312416905604,0,0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2105,19100870201,0.0,2.0,4.2,4.0,6.0,0.3529411764705882,2,2,4,2224.0,83739.0,0.1519400704062551,0,1,0.3333333333333333,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2106,19100870202,0.0833333333333333,2.0,4.1,6.0,8.0,0.5454545454545454,2,4,2,2927.0,93714.5,4.701424326970894,0,1,0.3333333333333333,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2107,19100870203,0.0,1.5,3.7,1.0,5.5,0.1538461538461538,2,2,2,2224.0,83739.0,0.2989910058152509,0,1,0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2108,19100870601,0.25,1.5,3.6,4.0,9.5,0.1666666666666666,2,2,4,3283.0,96505.0,2.0993771309879463,0,0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2109,19100873901,0.0,2.0,4.25,7.0,6.5,0.2702702702702703,2,2,2,4826.0,82892.0,0.705235176254543,0,0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2110,19100876301,0.0,2.0,3.85,5.0,7.0,0.4545454545454545,1,2,2,3381.0,92347.0,1.7950152861499495,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2111,19100876302,0.0,2.0,4.1,9.0,9.0,0.5625,5,2,2,3381.0,92347.0,1.04247839225664,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2112,19100876701,0.0,2.0,4.35,3.0,4.5,0.1176470588235294,2,4,2,19622.0,117908.0,1.9949158700664724,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2113,19100876702,0.0,2.0,4.2,7.0,6.0,0.2903225806451613,2,4,2,19622.0,117908.0,1.994197953897611,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2114,19100878901,0.0,2.0,3.9,3.0,3.0,0.3333333333333333,2,4,3,2059.0,69375.0,0.3470282523549166,0,0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2115,19100884701,0.25,2.0,2.85,4.0,7.5,0.0833333333333333,5,5,3,1763.0,142905.0,8.725161242619558,0,0,2.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2116,19100884702,0.0,1.5,3.95,4.0,11.0,0.0869565217391304,1,2,3,2224.75,100886.5,0.6394393421798916,0,0,2.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2117,19100885701,0.1666666666666666,2.0,3.7,3.0,8.0,0.0821917808219178,5,3,2,3285.5,52487.0,0.55987037320916,0,0,1.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2118,19100885801,0.5,1.5,3.0999999999999996,3.0,7.5,1.0,5,1,4,2459.75,75673.5,4.595492253489599,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2119,19100885802,0.5,1.5,3.45,1.0,7.0,0.0689655172413793,5,5,3,760.5,39341.0,5.340124174397725,0,0,0.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2120,19100889201,0.0,1.0,3.75,1.0,5.0,0.054054054054054,5,2,4,1645.0,118429.0,1.281838149029948,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2121,19100889202,0.5,1.5,3.3,2.0,5.5,0.0666666666666666,5,2,4,1645.0,118429.0,1.2854862864882493,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2122,19100889401,0.1333333333333333,2.0,3.9,5.0,17.0,0.8333333333333334,1,2,3,4826.0,82892.0,3.691801901285355,0,0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2123,19100900801,0.1111111111111111,2.0,3.9,7.0,10.0,0.3829787234042553,5,4,2,16014.0,78119.0,10.329506885472927,0,2,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2124,19100900802,0.2857142857142857,2.0,3.4,6.0,13.0,0.2258064516129032,5,2,3,2179.5,90577.0,3.520523629819046,0,2,1.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2125,19100900803,0.1,1.5,3.0,5.0,15.0,0.2325581395348837,5,3,4,2200.5,92446.0,3.511849429901458,0,2,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
2126,19100900804,0.3,2.0,3.2,6.0,17.5,0.2941176470588235,5,3,4,7786.0,91780.0,4.901172231449028,0,2,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
2127,19100901701,0.0,2.5,3.3,1.0,5.0,0.4,2,2,1,1396.0,64026.0,0.0325840675729204,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2129,19100730001,0.0,1.5,3.75,2.0,4.0,0.1111111111111111,2,5,3,3530.0,26413.0,0.1242413486472312,0,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2130,19100739802,0.0,2.0,4.0,3.0,8.5,0.3157894736842105,5,3,3,3313.0,76554.0,2.9158307124752096,0,2,0.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2135,19100750602,0.0,2.0,3.85,2.0,8.0,0.08,1,2,4,1810.5,66302.0,1.9818587589656007,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2137,19100758002,0.0,1.0,3.0999999999999996,2.0,6.5,0.0714285714285714,2,4,2,25736.0,17188.0,1.0028658772227683,0,0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2138,19100761701,0.0,1.0,4.4,1.0,5.0,0.6666666666666666,2,4,1,62565.0,82892.0,2.3749055545183784,0,0,0.5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2139,19100766001,0.5,1.5,3.25,2.0,12.5,0.1666666666666666,2,4,3,3591.0,77424.0,0.3390487420764844,0,0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2140,19100767301,0.0,2.0,3.75,2.0,10.0,0.25,1,2,3,4176.0,92752.0,0.4302338690720413,0,0,1.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2141,19100768901,0.1666666666666666,1.5,3.6,5.0,7.0,0.4615384615384615,2,2,2,7778.0,69409.0,0.2525178815045301,0,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2143,19100773001,0.5,1.0,3.0999999999999996,2.0,22.5,0.6666666666666666,2,4,2,9748.0,95993.0,11.833054123721732,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2144,19100773002,0.0,2.0,4.0,2.0,10.0,0.8,2,5,3,17264.25,106195.0,6.41335814050257,0,0,0.5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2145,19100773701,0.0,1.5,4.25,1.0,5.0,1.0,2,4,2,41682.0,92347.0,3.6379213426878314,0,0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2146,19100777801,0.1428571428571428,2.0,4.3,4.0,9.0,0.21875,1,4,2,42270.0,60000.0,13.10706268124096,0,0,0.5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2147,19100777802,0.0,2.0,4.0,2.0,6.5,0.1052631578947368,2,2,4,21498.0,92656.0,0.1690603012545286,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2148,19100620401,0.0,2.0,3.85,2.0,10.5,0.1111111111111111,2,2,2,62565.0,82892.0,0.147781634883007,0,0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2149,19100620402,0.0,2.0,3.4,1.0,30.0,0.3333333333333333,3,2,4,893.0,53312.0,1.2104452163693302,0,0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2150,19100633701,0.0,2.0,3.7,4.0,10.0,0.1142857142857142,2,3,4,5415.5,55081.5,8.409364202294215,0,0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2151,19100636701,0.2,2.0,3.9,4.0,8.0,0.4166666666666667,2,2,4,5408.0,86810.0,6.998819664175404,0,0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2152,19100639901,0.0,2.0,4.1,1.0,30.0,0.4,5,3,3,682.0,73180.0,2.1332309722263596,0,0,1.3333333333333333,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2155,19100649001,0.0,2.0,4.1,2.0,33.5,0.1666666666666666,2,3,2,41682.0,92347.0,6.731131113722686,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2156,19100652301,0.2666666666666666,2.0,3.6,6.0,10.0,0.625,5,2,4,9791.0,96745.0,2.4178636934905566,0,0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2157,19100652302,0.0588235294117647,2.0,4.0,6.0,11.0,0.9444444444444444,5,2,4,1522.5,95182.0,2.4233164792914628,0,0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2158,19100664201,0.5,1.5,3.1500000000000004,3.0,13.5,0.1290322580645161,1,2,3,1757.5,62989.0,3.675033199551181,0,6,0.25,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2159,19100664202,0.5,1.5,3.1,2.0,17.5,0.0303030303030303,1,4,3,1757.5,62989.0,3.5842809150355928,0,6,0.25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2160,19100664203,0.0,2.0,4.300000000000001,2.0,13.5,0.0588235294117647,5,2,3,1757.5,62989.0,3.767939293741787,0,6,0.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2161,19100664204,0.0,2.0,3.9,2.0,17.5,0.16,5,3,3,4118.25,57662.0,4.652624196129354,0,6,0.25,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2162,19100664205,0.0,1.5,3.35,1.0,6.5,0.08,5,5,4,1652.0,108879.0,1.561323347219995,0,6,0.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2163,19100667301,0.0,1.5,4.1,2.0,25.0,0.0526315789473684,2,4,2,42270.0,34857.0,12.169317133882751,0,2,0.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2164,19100667302,0.0,1.5,4.449999999999999,2.0,28.0,0.0408163265306122,2,4,3,6650.0,72155.0,2.6496178435773903,0,2,0.5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2165,19100667303,0.0,2.0,4.35,2.0,10.0,0.1,2,2,3,1717.5,110313.0,0.5831174356751989,0,2,0.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2166,19100668501,0.2857142857142857,2.0,3.8,3.0,8.0,0.28,1,4,4,4470.0,67860.0,4.599607709574965,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2173,19100918301,0.3,2.0,3.8,4.0,8.5,0.4761904761904761,2,4,2,10073.0,95993.0,0.4636598301404723,0,0,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2174,19100918302,0.0,2.0,3.8,3.0,24.0,0.2105263157894736,2,2,2,8199.0,84074.0,5.3583480300254775,0,0,0.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2175,19100920801,0.5,1.5,2.5,2.0,7.5,0.6666666666666666,1,4,2,6909.0,129235.0,18.810683969499443,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2176,19100924201,0.0,2.0,3.95,2.0,30.0,0.4,5,3,3,5408.0,77269.0,4.209676997370276,0,0,0.5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2177,19100924202,0.5,1.0,2.95,2.0,30.0,0.4,5,3,3,5408.0,77269.0,4.209676997370276,0,0,0.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2178,19100925201,0.0833333333333333,1.0,3.7,5.0,8.5,1.0909090909090908,2,4,4,3530.0,26413.0,0.2840401024976477,0,0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2179,19100925601,0.0,2.0,4.35,2.0,29.5,0.1111111111111111,1,2,3,8295.5,114561.0,7.579590045451809,0,0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2180,19100925602,0.0,1.0,3.2,2.0,16.5,0.25,1,2,3,12763.25,89297.5,4.4557186072188335,0,0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2181,19100925701,0.0,1.5,3.5,3.0,9.0,0.25,1,4,2,3608.5,86594.0,3.176848913741037,0,0,0.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2182,19100932501,0.5,1.0,3.3499999999999996,3.0,32.5,1.3333333333333333,1,3,4,8784.75,80013.5,5.13296107951944,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2184,19100943201,0.0769230769230769,2.0,3.4,6.0,7.0,0.5416666666666666,1,2,2,1810.5,66302.0,13.246204270904684,1,5,0.42857142857142855,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2185,19100943203,0.25,1.5,2.4000000000000004,3.0,8.5,0.4444444444444444,5,2,3,1414.75,91757.5,1.668529297927024,1,5,0.42857142857142855,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2186,19100943204,0.25,1.0,2.2,2.0,8.5,0.4444444444444444,5,2,3,1414.75,91757.5,1.668529297927024,1,5,0.42857142857142855,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2187,19100943205,0.0,1.0,2.1,2.0,8.5,1.5,5,2,3,1884.0,98667.0,1.356948623539225,1,5,0.42857142857142855,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2188,19100943206,0.0,2.0,3.05,1.0,8.5,0.2666666666666666,5,2,3,1414.75,91757.5,1.668529297927024,1,5,0.42857142857142855,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2189,19100943207,0.0,2.0,2.7,3.0,8.5,0.2666666666666666,5,2,3,1414.75,91757.5,1.668529297927024,1,5,0.42857142857142855,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2190,19100680201,0.0588235294117647,2.0,3.9,6.0,11.0,0.5862068965517241,2,5,3,6961.5,97196.0,0.8033682077588233,0,0,0.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2191,19100680202,0.0,2.0,4.15,5.0,8.0,0.4444444444444444,2,2,2,19622.0,117908.0,0.5073400518180875,0,0,0.5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2192,19100680401,0.0,2.0,4.0,7.0,21.0,0.625,1,5,3,3530.0,83739.0,3.567692843087115,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2193,19100681801,0.0,2.0,4.1,5.0,15.0,0.7142857142857143,1,2,3,3381.0,97196.0,3.4713937892163913,1,0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
